image_path,label,height,width,mean_pixel_value,event_time
s3://sagemaker-us-east-1-284000663973/data/benign/751.jpg,benign,224,224,157.68664301658163,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/118.jpg,malignant,224,224,212.01454214498298,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/562.jpg,malignant,224,224,154.0927734375,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/713.jpg,benign,224,224,182.4070272640306,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1295.jpg,malignant,224,224,160.06289195365648,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/359.jpg,malignant,224,224,91.7484587585034,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1350.jpg,benign,224,224,154.73383025085033,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1100.jpg,malignant,224,224,106.41044191113946,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/739.jpg,malignant,224,224,129.0691831420068,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/736.jpg,benign,224,224,174.87220982142858,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1300.jpg,malignant,224,224,156.28445870535714,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/427.jpg,benign,224,224,159.2654722045068,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/952.jpg,benign,224,224,145.22207164115648,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1317.jpg,malignant,224,224,153.81112484056123,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/53.jpg,benign,224,224,181.96425914115648,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/237.jpg,benign,224,224,199.23070790816325,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/925.jpg,benign,224,224,170.58057637117346,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1293.jpg,malignant,224,224,150.7249614689626,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/838.jpg,malignant,224,224,99.59711814413265,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/490.jpg,malignant,224,224,174.87790975765307,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/948.jpg,malignant,224,224,184.95744977678572,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1460.jpg,malignant,224,224,157.98512569090136,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1238.jpg,malignant,224,224,150.81432690263605,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/68.jpg,malignant,224,224,166.52481265943877,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/87.jpg,benign,224,224,141.02105920493196,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/122.jpg,malignant,224,224,164.43551365858843,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1403.jpg,malignant,224,224,178.94043633078232,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/429.jpg,malignant,224,224,145.46349516369048,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1471.jpg,benign,224,224,121.69457509566327,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1376.jpg,malignant,224,224,161.17237988945578,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1628.jpg,benign,224,224,148.60353555484693,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/211.jpg,malignant,224,224,139.3272480867347,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1226.jpg,benign,224,224,156.27121864370747,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1383.jpg,malignant,224,224,175.36314174107142,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/898.jpg,malignant,224,224,183.5992506377551,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/376.jpg,malignant,224,224,85.95995429421768,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1183.jpg,benign,224,224,180.4786684204932,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/936.jpg,benign,224,224,148.6710578762755,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/826.jpg,malignant,224,224,147.82936729379253,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/36.jpg,malignant,224,224,147.67445923681973,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/853.jpg,benign,224,224,133.3076703337585,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/180.jpg,malignant,224,224,135.5780120642007,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/66.jpg,malignant,224,224,208.81597443664967,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/934.jpg,benign,224,224,178.8035116390306,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1406.jpg,malignant,224,224,163.00437792304422,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/941.jpg,malignant,224,224,159.95727705144557,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/961.jpg,malignant,224,224,143.300017272534,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/383.jpg,malignant,224,224,145.2929222470238,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1381.jpg,benign,224,224,156.28548841411563,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1003.jpg,malignant,224,224,192.56535661139455,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/205.jpg,benign,224,224,179.2785727572279,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1489.jpg,malignant,224,224,154.5825959289966,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/26.jpg,malignant,224,224,173.8918008609694,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/139.jpg,malignant,224,224,155.33210432610545,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/475.jpg,benign,224,224,142.61658960459184,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/175.jpg,malignant,224,224,123.19795652636054,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1151.jpg,malignant,224,224,144.39412600977892,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/788.jpg,benign,224,224,165.0538703762755,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/794.jpg,benign,224,224,133.8728940795068,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/58.jpg,benign,224,224,144.91355761054422,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/422.jpg,malignant,224,224,197.54407153486395,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/678.jpg,benign,224,224,156.23835432610545,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/771.jpg,benign,224,224,141.5328975340136,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1290.jpg,benign,224,224,166.01045652636054,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1166.jpg,malignant,224,224,133.2528698979592,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/208.jpg,malignant,224,224,217.5768959927721,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/96.jpg,malignant,224,224,182.47572544642858,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/401.jpg,malignant,224,224,144.61597842261904,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/1373.jpg,benign,224,224,183.74606717687075,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1333.jpg,malignant,224,224,147.68093643707482,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/739.jpg,benign,224,224,153.09905798256804,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1267.jpg,malignant,224,224,171.67683088860545,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/575.jpg,benign,224,224,149.8904190582483,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/benign/67.jpg,benign,224,224,166.63442017431973,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/975.jpg,malignant,224,224,136.37723214285714,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/1297.jpg,malignant,224,224,154.20320471938774,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/381.jpg,malignant,224,224,100.33339312287416,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/615.jpg,malignant,224,224,138.2805325255102,2024-10-13T00:25:35.162Z
s3://sagemaker-us-east-1-284000663973/data/malignant/105.jpg,malignant,224,224,148.7032777954932,2024-10-13T00:25:35.162Z
